,page scan,active->inactive,active->laundry,inactive->active,inactive->free,inactive->laundry,laundry->active,laundry->free
618,968700,0,1594,0,0,0,0,0
619,387220,0,48400,0,0,0,0,0
620,582587,44,48267,0,0,0,0,0
621,193633,0,48356,0,44,0,0,0
622,48355,0,48355,0,0,0,0,0
623,338854,0,48356,0,0,0,0,0
624,630745,0,48355,0,0,0,0,0
625,96756,0,48356,0,0,0,0,0
626,48407,0,48404,0,0,0,0,0
627,48340,0,48339,0,0,0,0,0
628,48343,0,48342,0,0,0,0,0
629,437143,0,48341,0,0,0,0,0
630,48342,0,48342,0,0,0,0,0
631,48341,0,48341,0,0,0,0,0
632,483689,2,48336,0,0,0,0,0
633,48595,4,48328,0,2,0,0,0
634,48337,0,48333,0,4,0,0,0
635,48400,0,48400,0,0,0,0,0
636,48401,0,48400,0,0,0,0,0
637,48352,0,48352,0,0,0,0,0
638,968650,0,48003,0,0,0,0,0
639,386794,0,48352,0,0,0,0,0
640,628565,0,48351,0,0,0,0,0
641,193461,0,48352,0,0,0,0,0
642,48349,0,48349,0,0,0,0,0
643,338500,0,48349,0,0,0,0,0
644,677052,0,48477,0,0,0,0,0
645,96685,0,48333,0,0,0,0,0
646,48337,0,48336,0,0,0,0,0
647,48418,0,48386,16,11,4,0,0
648,48387,0,48386,0,0,0,0,0
649,483399,0,48387,0,0,0,0,0
650,48386,0,48386,0,0,0,0,0
651,48384,0,48384,0,0,0,0,0
652,483944,0,48384,0,0,0,0,0
653,48691,0,48528,0,0,0,0,0
654,48528,0,48528,0,0,0,0,0
655,48403,0,48403,0,0,0,0,0
656,48405,0,48404,0,0,0,0,0
657,48403,0,48403,0,0,0,0,0
658,968700,0,815,0,0,0,0,0
659,387172,0,48401,0,0,0,0,0
660,581898,0,48400,16,11,4,0,0
661,193642,0,48400,0,0,0,0,0
662,48401,0,48401,0,0,0,0,0
663,338854,0,48383,0,0,0,0,0
664,630461,0,48386,0,0,0,0,0
665,96889,0,48385,0,0,0,0,0
666,48386,0,48386,0,0,0,0,0
667,48299,44,48251,0,0,0,0,0
668,48383,0,48338,0,44,0,0,0
669,436754,0,48339,0,0,0,0,0
670,48338,0,48338,0,0,0,0,0
671,48339,0,48339,0,0,0,0,0
672,483935,0,48411,0,0,0,0,0
673,48573,0,48411,0,0,0,0,0
674,48362,0,48362,0,0,0,0,0
675,48363,0,48363,0,0,0,0,0
